name;professor;contentReview;teachingReview;contentGrade;teachingGrade;average;trimester;day;time;round;bet;year;upvotes;author
Allemand intermédiaire;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;0;3;1,5;T3;Mercredi / Wednesday;9h-12h;1er tour;2;2014/2015;0;Piranha
American Literature;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;1;3;2;T2;Jeudi / Thursday;13h15-16h15;1er tour;1;2014/2015;0;Piranha
Amérique latine : l'art d'un continent;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;6;5;5,5;T3;Jeudi / Thursday;9h-12h;1er tour;9;2014/2015;0;Piranha
Amérique latine : l'art d'un continent;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;10;7;8,5;T3;Jeudi / Thursday;9h-12h;1er tour;1;2014/2015;0;Piranha
Amérique latine : l'art d'un continent;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;6;1;3,5;T3;Jeudi / Thursday;9h-12h;2ème tour;15;2014/2015;0;Piranha
Analyse des états financiers;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;9;4;6,5;T2;Lundi / Monday;13h15-16h15;1er tour;26;2014/2015;0;Piranha
Analyse des états financiers;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;5;9;7;T2;Lundi / Monday;13h15-16h15;1er tour;41;2014/2015;0;Piranha
Analyse des états financiers;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;0;0;0;T2;Lundi / Monday;13h15-16h15;1er tour;27;2014/2015;0;Piranha
Analyse des états financiers;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;2;3;2,5;T2;Lundi / Monday;16h30-19h30;1er tour;45;2014/2015;0;Piranha
Analyse financière;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;9;1;5;T2;Mardi / Tuesday;13h15-16h15;2ème tour;40;2014/2015;0;Piranha
Analyse prédictive avec SAS;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;9;6;7,5;T2;Semaine bloquée;Semaine bloquée;1er tour / 1st round;20;2014/2015;0;Piranha
Analyse prédictive avec SAS;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;1;3;2;T2;Semaine bloquée;Semaine bloquée;1er tour / 1st round;40;2014/2015;0;Piranha
